id,genre,track_name,artist_name,valence,energy
0sGNcx6lfc3zrbiIOxY4vb,disco,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,0.0385,0.364
5tXyNhNcsnn7HbcABntOSf,disco,DJ Got Us Fallin' In Love,Usher,0.669,0.878
14fmbvjYLqRZEXz1VZdM2M,disco,We Found Love,Rihanna,0.609,0.74
7kllQQPam6HumbUCIPSvHJ,disco,T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),MFSB,0.96,0.854
1rRKKKXdG3zRplhskzRhcS,disney,"Bedtime - From ""The Little Mermaid""/Score",Various Artists,0.135,0.0803
2rHSY5rxq6YOhD8eOzA5Y2,disney,The Gospel Truth,Various Artists,0.286,0.649
7g0eCu2Du9VgOUX8jlZYEj,disney,"You Poor Kid/He's Not My Dog - From ""Lady and the Tramp""/Score",Various Artists,0.544,0.0616
464YC2e67DJOXfjLxCBKde,disney,"A Fairy Tale Come True - From ""Sleeping Beauty""/Score",Various Artists,0.0508,0.162
26HE8ehnFL86hkL6JCn9gY,disney,Behind the Clouds,Various Artists,0.649,0.468
1QJhOXsWekCYPQYA2qnqFM,disney,To the Rescue,Various Artists,0.125,0.141
0xEIhF83JaaXLG0RPUViHJ,disney,You'll Be In My Heart,Phil Collins,0.653,0.739
7Ly3iB2S2riCNaqRHRaOrx,disney,Kiss The Girl,Various Artists,0.842,0.805
14YXTKcPobTPteF6dyf3zB,disney,"Infinity and Beyond - From ""Toy Story""",Various Artists,0.181,0.203
7yyTZAgwQUy1a5kDjQJJNN,disney,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Various Artists,0.362,0.171
5KG54kWnfzP8oT22vLJC3d,drum-and-bass,You Cry,Camo & Krooked,0.17,0.913
5cfRhJ85Xhay4hUNVgK2M4,drum-and-bass,Save The World - Futurebound & Metrik Remix,Swedish House Mafia,0.0382,0.872
4c1XqLQOMZjuA7gqIC0ZGi,drum-and-bass,Sunhammer - Original Mix,Noisia,0.0579,0.951
5akfuWbwjiAvLtz9zv7li4,drum-and-bass,It's Jazzy,Various Artists,0.596,0.769
3xcv3R9LGJkprp0EOQvdNt,drum-and-bass,Everyday - Netsky Remix,Rusko,0.102,0.933
6eS92ssTiUkEiwDQpBwv29,drum-and-bass,Ill Behaviour,Danny Byrd,0.347,0.96
75Ik1zcZSvXSVCFHPwQr4E,drum-and-bass,Immunize (feat. Liam Howlett),Pendulum,0.282,0.945
44ADJ1ToEv1E2Nz7tlO9fU,drum-and-bass,Take You Higher,Various Artists,0.441,0.965
7zIEMiATwhrkTTtDP67ohb,drum-and-bass,Hitz - Delta Heavy Remix,Chase & Status,0.258,0.801
6kSjTqaANVl7eyCYK1mbla,drum-and-bass,Ignition,Various Artists,0.312,0.967
1mkcQ9vomQota1n3AsvWQR,dub,Hard - Caspa & The Others 'The Police Takeover Remix',Various Artists,0.157,0.681
0qH2LsUXMCUMYAiO3Vkupk,dub,Starfish - Original Mix,Savant,0.549,0.444
2B4M3LYUvKFx6rND9WlSpP,dub,Los Angeles - Tim Ismag Remix,Quartus Saul,0.251,0.962
2lbvAG0zp97b2iR8fF2e68,dub,Reach (Push The Feeling) - Dubstep Mix,Tantrum Desire,0.141,0.899
3L2tJXVglxQpLaJgMnPzOT,dub,Jar of Hearts,Various Artists,0.401,0.954
7bac61bG6EVbOt3IqDa4SA,dub,Crowd Control,Downlink,0.0922,0.967
7mfI0rEPa99nLFyzr3Y9J0,dub,Ninur - Original Mix,Savant,0.544,0.907
03EuhmMsEHVFI9ytainStU,dub,I Can't Stop,Flux Pavilion,0.205,0.775
3ljB23GWqz8h5c4rAIUkL2,dub,Diamonds - Jacob Plant Dubstep Remix,Rihanna,0.0356,0.695
58stjpV04lJKmPgc2vxm6J,dub,Love Is All I Got,Feed Me,0.407,0.776
3SXwKr56QMv0Tg2vF8V5GS,dubstep,Reach You - Album Edit,Engine-EarZ Experiment,0.113,0.595
7E5AiVPh8zXjN69ukjZmym,dubstep,Toy Box,Mojo,0.157,0.94
1FgbslUrD0hTVw0usa4YLs,dubstep,A Brief Tutorial On Vip Production - Vip,Dubba Jonny,0.336,0.9
6HHilaGz3n757PQQvE9SxQ,dubstep,We Are One (feat. Splitbreed),Various Artists,0.496,0.977
6mt43avikV8g00AXCyOkS1,dubstep,Kick Out The Epic Motherf**ker - Radio Edit,Dada Life,0.214,0.862
5FvFP7Ixbczk3pMd1yBx05,dubstep,Airwaves,Various Artists,0.453,0.889
5CN8vzjNuT0NpnUeBfl50u,dubstep,Evilution,Datsik,0.246,0.866
7GjNJynn9wwMGGHSAFQ69q,dubstep,Leather Face,Figure,0.361,0.975
5m8KHgRbZN7Q1l4kpzsiHr,dubstep,Pornstep,Dodge,0.354,0.991
0I7ouoTZnPY76XWsnHuJkl,edm,Staying (DotEXE Remix),Koda,0.18,0.788
1P0wLge0z6CiDMztVH0q9i,edm,High School Art Class,Pretty Lights,0.43,0.81
28hs4m9Uf0M9lyO4qV3WnX,edm,Babes Anatomy (Adam's Lambaca Remix),Adam L. Kid,0.602,0.803
2TkoUq8sPXmc4KYzKBiTWT,edm,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,0.676,0.971
1OMNuknvmUz0MIoEDtS4I1,edm,Maya - (Original Mix),Jenaux,0.192,0.828
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.402,0.831
6u8on7c8MPZQ0cXW70qlM8,edm,Crank Dat,Noisses,0.543,0.671
5Nn2Dj7OQsGL6pgQ9iIzPp,edm,Ghostwriter,RJD2,0.594,0.68
2L7plRhGDguuuM9J1u5R7x,edm,Need Your Heart (feat. Kai),Adventure Club,0.166,0.712
7zbq8RT5Kd3ExOGVTiUQbR,edm,Hot Like Sauce,Pretty Lights,0.113,0.615
5OWhFeNXZ2RGbsGpl3rIc3,electro,Da Funk / Daftendirekt,Daft Punk,0.546,0.859
0zTlGHZugW9cvti75vBV8w,electro,G.I.P.S.Y. (feat. Boostedkids) - Radio Edit,Dimitri Vegas & Like Mike,0.48,0.941
2Z5E6zwhYhjnpEB1LnoNSj,electro,Subtil,Joris Delacroix,0.322,0.687
0AQlQOvoFhRJLPC1KwbKB7,electro,Find Tomorrow (Ocarina) (feat. Wolfpack & Katy B) - Radio Edit,Dimitri Vegas & Like Mike,0.384,0.853
61S6wtjY80a6vHxP3JHSgE,electro,212,Azealia Banks,0.663,0.763
0tVZk9Cg8jjMHWbAyoJ7JB,electro,You,Gold Panda,0.655,0.955
4IwnNqIML38mYMXGKVsScD,electro,Voodoo People (Pendulum Mix),The Prodigy,0.512,0.963
2cBBgwTkI5OMx987uCOjMa,electro,Nightcall - Dustin N'Guyen Remix,Kavinsky,0.486,0.914
4ta97KyyCWLCQAAFtOWFpy,electro,Language,Porter Robinson,0.406,0.614
36482hNESSwELpr9sS3NbE,electro,A Little Party Never Killed Nobody (All We Got),Various Artists,0.516,0.619
31TB0tG8ISjXN5DOSKHVAd,electronic,Let it Go,Dragonette,0.706,0.951
5VA4Ispp52EA1sOqzMz3Av,electronic,All I Want Is You (feat. J. Cole),Miguel,0.921,0.603
0RfpwHPDc4XChkuwsb9Hhu,electronic,Mammoth - Original Mix,Various Artists,0.471,0.85
4YlAdZBuW5mww5GcqZ4aFy,electronic,I Need Air (feat. Angela Hunte),Magnetic Man,0.391,0.829
5pn8UtwJ4udgSPxOQmLjMI,electronic,NE1BUTU,Scuba,0.107,0.976
0xIVvRmjztR1AwuHrkhH41,electronic,Addicted To You,Avicii,0.303,0.785
2V65y3PX4DkRhy1djlxd9p,electronic,Don't You Worry Child - Radio Edit,Swedish House Mafia,0.438,0.84
67awxiNHNyjMXhVgsHuIrs,electronic,Turn Down for What,DJ Snake,0.0815,0.799
4dh47Rb2MmLjjPVpvLQLG4,electronic,Crystal Caverns 1991,Lone,0.662,0.957
5Muk08hnvAKtf0MDHqIq5j,electronic,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931
4oxHTcJaYcFYpYNRFD3tyc,emo,Greener with the Scenery,The Used,0.281,0.88
0IGG4kreIr85kHHaaIp3q0,emo,Untitled,Brand New,0.369,0.352
0304W5CLkIPtsw5UzK6Enr,emo,You Know I Should Be Leaving Soon,American Football,0.331,0.775
1lldOhIq1tf0XyQUBWDeOc,emo,Letters To You,Finch,0.336,0.847
1ZI8t7wPMtwggQHrhN2OST,emo,God Bless You,Black Veil Brides,0.561,0.939
6L89mwZXSOwYl76YXfX13s,emo,Basket Case,Green Day,0.781,0.943
3w9Uhk2xmkm1qxRjVjPRwC,emo,Cars & Calories,Saves The Day,0.765,0.614
7fx2rt43UfclOOulPwBYk2,emo,Let the Flames Begin,Paramore,0.334,0.92
4fDIXQeXIstBe1mAWSRfeL,emo,Bonus Mosh pt. II,Taking Back Sunday,0.465,0.952
74HsNf2R9s09gpib6m9nbz,emo,Do You Know Who You Are?,Texas Is The Reason,0.0347,0.651
1pcRBBcn6cW7wlKaTwFDun,folk,Golden Thread (feat. Matt Corby),Passenger,0.261,0.402
5wLBkpEwHIlNZJaeh0s7bR,folk,Hello My Old Heart,The Oh Hellos,0.297,0.299
7m2VsHmjyXZegtndWPgxOw,folk,Wonderwall,Ryan Adams,0.301,0.22
6RbPsqsXQJaqhnwMA971mC,folk,In The Dirt,S. Carey,0.159,0.459
0XS4cNqj1UKkzzUqpqpzLg,folk,Child,Edward Sharpe & The Magnetic Zeros,0.203,0.358
4CjSIhFpTYKVLyw2vDTS6n,folk,Ivy & Gold,Bombay Bicycle Club,0.888,0.681
0SuG9kyzGRpDqrCWtgD6Lq,folk,Give Me Love,Ed Sheeran,0.11,0.328
4VJrTc5QPr13zgkwxaTjjN,folk,Little Boxes,Pete Seeger,0.783,0.194
4LqLWuLj0BY5F4zJTuncDR,folk,Sigh No More,Mumford & Sons,0.33,0.426
7BImMe2i4EyznTYHJKnB7e,folk,I Met Up With The King,First Aid Kit,0.283,0.396
2FT8msBBwok2NvwneARlib,forro,Eu Só Quero Um Xodó,Bicho de Pé,0.613,0.609
6AhuxzMcFUg3mhTS3WlWB5,forro,Levitar,Various Artists,0.723,0.96
4HmnZinloLPBLLaReQhROO,forro,Fede Mas É Gostoso,Various Artists,0.959,0.792
0EXhgSK7WhHFDWLLcta3Xx,forro,Homem Perfeito (El Hombre Perfecto) (Ao Vivo),Banda Calypso,0.74,0.83
3Ohd2dekYrjAQCeztoBlkr,forro,Só Sei Dançar Beijando Na Boca,Banda Garota Safada,0.771,0.99
40s9pZWnIot39Re7TFfFyK,forro,Forró Brecado,Airto Moreira,0.96,0.905
7hdoKFtMp3zo68GPKjKAiF,forro,Blind Faith,Gilberto Gil,0.207,0.299
0y8WJm7YHNGZSsmwJQLs7O,forro,Chalana,Bonde do Forró,0.361,0.419
3BI54Wm0F0dAqRVGItGl8U,forro,É Gaia,Various Artists,0.941,0.954
1qamKCfDlcPV44niEiQsOa,forro,Faço Chover (It Will Rain),Calcinha Preta,0.469,0.729
3IM7zXywZ6sRTtkRjRLxJ8,french,La terre est ronde,Orelsan,0.633,0.675
4NdsK3cARNmB86hvielcqh,french,Elle panique,Olivia Ruiz,0.645,0.921
0TdnNoSz5Z1s9iekOk5DED,french,Ta douleur,Camille,0.648,0.385
3hOFuhQ9irpUOyp7VJUviR,french,Les Feuilles Mortes,Juliette Gréco,0.231,0.382
4nZzwGvWRuyauiErMKX9Mm,french,Et alors !,Shy'm,0.365,0.848
6pFZIneQWt7wBLNVRD06VT,french,Pour un flirt - Live à l'Olympia / 1992,Michel Delpech,0.793,0.802
6RCQtA6aJhzVlIdihLrdoI,french,Miséricorde,Édith Piaf,0.218,0.23
2Wd4Yu2RtYZjSmzLLaghNZ,french,Le téléphone pleure,Claude François,0.43,0.482
4H0AKGpzl6dNNAcPoSZQaT,french,J'aime Paris Au Mois De Mai,Compilation Titres cultes de la Chanson Française,0.64,0.655
4hMsrR2JpxCeybyWN786qk,french,Le Graal,Kyo,0.762,0.857
7723JnKU2R15Iv4T7OJrly,funk,Funky Town,Various Artists,0.342,0.63
1EIl3D1fyxXRuzcUw3bxen,funk,Dream On Dreamer,The Brand New Heavies,0.96,0.835
06ObEGGlc8iwNI3vmtRm1s,funk,Standing On The Verge Of Getting It On,Funkadelic,0.757,0.777
6HZKlK1mDDBsILMoNNncxL,funk,I Want Your Love,CHIC,0.937,0.723
3nqP8YOhxJPdUzXJWbdKyT,funk,Don't Stop (feat. Tiffany Austin),Orgone,0.928,0.88
3h5IJ0EzVpkiaoL174GC3M,funk,Let It Whip,Dazz Band,0.954,0.9
7cnWNeQIQutKJmL3MZSfr6,funk,Do It Like You Do,Lettuce,0.835,0.525
3oJL3rNbTyRmHaU2Yr4TpP,funk,Too Hot To Stop (Part 1),The Bar-Kays,0.587,0.848
1UAA5hS4Ltn4QDmFeh5UCH,funk,Funk In The Hole,Roy Ayers,0.947,0.98
0tIUC7pNotlR2fxrpNcEMb,funk,Diggin' On James Brown,Tower Of Power,0.886,0.641
7KQZBdMidJBntkaUGdGpIy,garage,Tidal Wave,Thee Oh Sees,0.447,0.952
4zcZsWopOdBNQKjLlAFvHH,garage,Noc-A-Homa,Black Lips,0.675,0.941
0Z7VY2YzJdYThjXcMrH9Gh,garage,Invincible,Two Steps from Hell,0.307,0.778
5mpk0g5CgzcTBpYHHCsTcq,garage,Shell Of Light,Burial,0.6,0.508
1pqxpENiPYr3rm3RyOYlNO,garage,Mystery of Being,Various Artists,0.523,0.872
7oK9VyNzrYvRFo7nQEYkWN,garage,Mr. Brightside,The Killers,0.232,0.924
4flhEzNprMkUR0NxsKdOgw,garage,Evil Hoodoo,The Seeds,0.457,0.909
3LM41UarpHPJkUZ7rVbbGx,garage,Creeping Death,Metallica,0.198,0.951
0XOS5cH8cM3TufjtS2HXfr,garage,Drowned City,Dark Sky,0.192,0.642
1eQl02JAEuPomI9luZnmgI,garage,The Lie,Black Lips,0.246,0.963
6frz4UJ6rmnbv5gOLhTyPn,german,Universum - Single Version,Ich + Ich,0.547,0.799
0fP2tZ0NYxCgbZRxjRxiP0,german,Reeperbahn 2011 (What It's Like) (feat. Jan Delay) - MTV Unplugged,Udo Lindenberg,0.522,0.686
5Xeppus1VcUatqv9zS1sg6,german,Spinner,Revolverheld,0.37,0.861
2ioprMrfEcWyQQyLUrEkqq,german,November,Juli,0.317,0.567
2uxUAh26v8wzN72KhYv53D,german,Weinen,Adel Tawil,0.899,0.83
4yOn1TEcfsKHUJCL2h1r8I,german,Feel This Moment (feat. Christina Aguilera),Pitbull,0.531,0.758
1dAh6ZTYPMYBOcDSPX9jND,german,Ohne zurück zu sehen,Tim Bendzko,0.596,0.668
0c2uacKrb1vubqt22pLQfe,german,Der Räuber Und Der Prinz - 1998 Remastered Version,Various Artists,0.344,0.429
0R6SKfklERJVc9hY4OEDGl,german,Engel,Johannes Oerding,0.34,0.715
4bUEMyovq3NyZ0JyRwtSID,german,Wieder Winter,Kraftklub,0.442,0.958
5FdqVZKMHGKsx9Sf4iOIkG,gospel,I Need You To Survive,Hezekiah Walker,0.168,0.345
5w1XUDAVEeWIP669p3e48X,gospel,Better,Kirk Franklin,0.399,0.73
3nAL7SbBrEUcDGDAQofFfG,gospel,We Are Victorious (feat. Tye Tribbett),Donnie McClurkin,0.583,0.886
0iJFAYWcbX2pbDVIbfxT97,gospel,"Jump, Jump (feat. Kierra Sheard & 21:03)",J Moss,0.933,0.947
2Q6Hw9QtOab1jzdqkeA0eT,gospel,Something Bigger,Mary Mary,0.586,0.963
6j8k5yjxYXg5zxDOPoii5K,gospel,When You Praise,Fred Hammond,0.421,0.685
5vtp7w6Y4eWsrE7dczBuuc,gospel,God Is Great,Ricky Dillard & New G,0.473,0.939
101bQL8lRVXyhJpvOJZ2kG,gospel,God Favored Me (Part II) featuring Marvin Sapp and DJ Rogers,Hezekiah Walker,0.432,0.71
1z7vD21OAvX2xAa56WS7u4,gospel,My Worship (remix),John P. Kee and New Life,0.244,0.626
192y9dtivUa4khuKA30Xc2,gospel,The Power Of One (Change The World),Israel Houghton,0.354,0.608
11Ue6GqZVB3N9zmZHN9f5x,goth,Blood & Fire,Type O Negative,0.227,0.767
2D35UNG23mlFcGtEZQrJ3r,goth,This Corrosion - 2006 Remaster,Sisters of Mercy,0.639,0.868
2edSHS8PhbiPgLxQhMpMkO,goth,Nemo,Nightwish,0.375,0.744
6D5ih8y9mKmCSkuZO2Up2Q,goth,A Dangerous Mind,Within Temptation,0.476,0.894
6lZBYoSUfF1eHtq9USL9RX,goth,Whisper,Evanescence,0.372,0.845
4NxzfT3ugsLMHFeagQgXW5,goth,Darkened Days To Come,Sirenia,0.168,0.746
5IIdICPzTQc7EsSt7RkYv1,goth,River of Tuoni,Amberian Dawn,0.238,0.958
7sREvWYDUOuWgFFLB6EOmH,goth,Celebrate,Fields Of The Nephilim,0.153,0.161
0zRmHFEPfeT7IGzri9136X,goth,Not Enough,Lacuna Coil,0.2,0.914
3j4mCsZyv2vGdTgWRrreLM,goth,Fatman,The Southern Death Cult,0.545,0.92
3w54vzgCowNhLsmegGAnmx,grindcore,Outburst of Annoyance,Wormrot,0.0717,0.997
0XCorU9w0vbK4Nd1pedm8A,grindcore,Exhume to Consume,Carcass,0.192,0.816
5QLquVPwm9dFJmSDXOmxQf,grindcore,Turn Face,Brutal Truth,0.317,0.986
29SSEiS2jV5mWlJJeTlSUc,grindcore,Lost Cause,Pig Destroyer,0.068,0.997
5BCfzXmASNTxPYAJ0O7Uf2,grindcore,Misantropo A Senso Unico,Cripple Bastards,0.289,0.99
1NNRku53XLeFX92IkoMKwV,grindcore,Internet Era Alienation,Insect Warfare,0.029,0.999
3KYszvs0bTmQCdds9uubnJ,grindcore,I Hate People,Nasum,0.283,0.944
4JMZI6pr1FAthLME7Q0Rp0,grindcore,Love It or Leave It,Misery Index,0.488,0.929
6VnY04hMLmhTU1YRS9qZBW,grindcore,Mindkill,Rotten Sound,0.0314,0.985
7aNQSSyIvUlMXUS957hKUA,grindcore,Incapacity Reigns,Magrudergrind,0.248,0.836
03atA31in9e90rnWmLTgfl,groove,I Will Survive,Gloria Gaynor,0.866,0.627
5TAf4lnZCZTLlZHNZMLFLi,groove,I Try,Macy Gray,0.736,0.642
4nWTTuzOtW077rV17qOOzQ,groove,Cheri Cheri Lady,Dieter Bohlen,0.863,0.836
4TPRabQM5CEJ10GMeyf7NO,groove,Wonderful World,Various Artists,0.872,0.466
3kkeQ4438JJmbvqsRLLCFp,groove,Respect,Various Artists,0.964,0.504
3gJgUanZ5JcFZJ1a5hM3dw,groove,Ain't No Sunshine,Bill Withers,0.542,0.484
2YrB178PD0LrmFh17RSAdX,groove,Ain't Nobody - Live,Chaka Khan,0.452,0.93
5xl5582IihbEZAnfj0xyso,groove,Straight Up,Paula Abdul,0.762,0.826
64tCsJOa1BkDS09PuqTEy6,groove,Be My Baby,Various Artists,0.823,0.619
1eOVWJGzeH8vtM1ScjpIUL,groove,Let's Stay Together,Various Artists,0.568,0.302
14UIQ0JsgqOInDLcdTXpdH,grunge,Heartbreaker - Live,Nirvana,0.278,0.597
2yBAPa9HZj3P2szSaaj4k1,grunge,"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,0.432,0.515
2JdzB67NvIa90K4gEZPLeX,grunge,Lump,The Presidents Of The United States Of America,0.864,0.873
23NPGXlSaIqWzvxIRhM2oG,grunge,Under the Bridge,Red Hot Chili Peppers,0.513,0.49
1U8v17QBWhtJqLmJxk4Sr6,grunge,Overfloater,Soundgarden,0.568,0.619
2c5wml8wsBnPfNSbCZ574T,grunge,Take a Picture,Filter,0.276,0.762
2DrEeo4eMULdAVe1U7P9PB,grunge,Lithium,Nirvana,0.359,0.685
54u01HJsbqxpi2TcbGosW5,grunge,Mind Your Manners,Pearl Jam,0.888,0.904
3RuVVVNeXm1J6zv4BvQlhx,grunge,Pretty Done,Alice In Chains,0.342,0.883
6V6tVj4fpdHyxUfjSXFwNW,grunge,More or Less,Screaming Trees,0.363,0.877
0DANcJuMamcL9NyYkEWWTq,guitar,Stairway to Heaven,Led Zepagain,0.259,0.479
3CeYdUfGPCjKMDYyI1PpCh,guitar,Otherside,Red Hot Chili Peppers,0.513,0.795
3ZndRzRFoB09gq0DzmIyOh,guitar,"Hail to the Freaks - Live at Das Fest, Karlsruhe; Album Edit",Beatsteaks,0.403,0.976
3HfB5hBU0dmBt8T0iCmH42,guitar,Creep,Radiohead,0.126,0.344
0vg4WnUWvze6pBOJDTq99k,guitar,You're Beautiful,James Blunt,0.454,0.479
2wwRSaZgshcHSvGzWryUIi,guitar,Summertime Blues,Eddie Cochran,0.966,0.82
6jlxHfuLLletD7RYfqHJwI,guitar,Behind Blue Eyes,The Who,0.352,0.435
3EyyhPW2GcLYuwV1MajRd6,guitar,Sabotage,Beastie Boys,0.57,0.918
7vFv0yFGMJW3qVXbAd9BK9,guitar,Your Body Is a Wonderland,John Mayer,0.687,0.729
0ntQJM78wzOLVeCUAW7Y45,happy,Sex on Fire,Kings of Leon,0.374,0.905
1EzaEQ1hUWj7NWphY5Allw,happy,Mmm Yeah,Austin Mahone,0.977,0.939
7jA4agDnt1Oc6Fn2hifX0t,happy,Bohemian Like You,Various Artists,0.659,0.936
3bidbhpOYeV4knp8AIu8Xn,happy,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847,0.922
5IVuqXILoxVWvWEPm82Jxr,happy,Crazy In Love (feat. Jay-Z),Beyoncé,0.681,0.77
60Ctoy2M8nmDaI7Fax3fTL,happy,I'm A Believer - Soundtrack Version,Various Artists,0.912,0.976
3GTXok0dIm0mMqBiVklBYS,happy,On Our Way,The Royal Concept,0.352,0.793
2JvClsYrYfLz76Td6J9MPa,happy,Surfin' U.S.A. - Remastered 2001,The Beach Boys,0.964,0.878
3jfr0TF6DQcOLat8gGn7E2,happy,Do I Wanna Know?,Arctic Monkeys,0.405,0.532
5lF3QADoOib1P028Dj0hbn,happy,Flaws,Bastille,0.423,0.656
65WuSOl0mx1FhHgQub0uEX,hard-rock,La Grange,ZZ Top,0.52,0.532
6NwbeybX6TDtXlpXvnUOZC,hard-rock,Master Of Puppets,Metallica,0.593,0.872
5RHG4SQ6iJ1qQJmt3EFJCX,hard-rock,We're Not Gonna Take It,Twisted Sister,0.922,0.924
2VAIeoKt0SAxnPOdtbcePQ,hard-rock,Cherry Pie (Re-Recorded / Remastered),Various Artists,0.569,0.916
0vnZpC6zUiSCsiuW0NBNk4,hard-rock,Magic Carpet Ride,Various Artists,0.776,0.802
3w2GGz0HjIu9OcWXINRFJR,hard-rock,Rock and Roll - 1990 Remaster,Led Zeppelin,0.898,0.895
7cdnq45E9aP2XDStHg5vd7,hard-rock,Cherry Bomb,The Runaways,0.495,0.813
0C58Q1PLFizewm2FcYikwz,hard-rock,To Be With You,Mr. Big,0.532,0.701
33n5sdlGT8UODTUr15EOWz,hard-rock,Paradise (What About Us?) [Feat. Tarja],Within Temptation,0.428,0.928
32b8wStVMtiyTHE8rWrgvf,hard-rock,Drop Dead Cynical,Amaranthe,0.486,0.909
31UPEXwVGQOCwwwClu4T8g,hardcore,Hold It Down,Madball,0.231,0.984
66rLp2RFTZ6NgO3RpJkaAx,hardcore,Addiction,Agnostic Front,0.527,0.972
2XIYfFRlUT5LfGV0PPBPKh,hardcore,Angelfuck,Misfits,0.177,0.888
3j3TbTUIl0KfzVFMoj8Mtg,hardcore,This Place,Descendents,0.197,0.995
6U8tUutjg6SVF4OK2rN58c,hardcore,Reflections,Have Heart,0.0705,0.867
6Bnfx3pfcI1zisjv65s8rc,hardcore,Worms Of The Senses / Faculties Of The Skull,Refused,0.181,0.902
5ode1mUfjSSJFHPLcPSnG5,hardcore,Fair Warning,Negative Approach,0.359,0.924
2hceNWqvPzc2jMM2f6ZbqT,hardcore,State Of The Union,Rise Against,0.383,0.971
6p9JypjWtS7NlrEMZbhBBw,hardcore,What's Your Problem,Circle Jerks,0.834,0.879
1uxq5CUoUcCf8vGeeERBXw,hardcore,It's The Limit,Cro-Mags,0.307,0.983
4r47iLcY9Cur77Mv2r9Lel,hardstyle,Lonely - Original Mix,Wildstylez,0.546,0.928
1uJrbXHw7LSezn1tMW60yG,hardstyle,On the Go,Headhunterz,0.0742,0.974
1hvdO2XWB9m0GEgp8gpS0w,hardstyle,Let It Go - Radio Edit,Various Artists,0.151,0.953
5hBIWx081Ew6NATl3YqYc3,hardstyle,Raiders Of The Sun,Headhunterz,0.205,0.909
2kLolaXHXHZAB2SWKzgRKz,hardstyle,Squared - Original Mix,Zany,0.389,0.983
3qciK2CjNKilmoCr0XKL70,hardstyle,So High - Original Mix,Noisecontrollers,0.795,0.993
2KQo1nEPiGeSAX1ICuuKbG,hardstyle,Let It Rain - Original Edit,The Pitcher,0.172,0.86
6FNb9aITzxuHLHhStdC3kf,hardstyle,Rockstar - Original Edit,Various Artists,0.191,0.991
6tlRodqnPwOLKSyDsvrt8m,hardstyle,I Miss You - Extended Version,Wasted Penguinz,0.551,0.857
3PbT6iJviJQiUTdowpjzsd,hardstyle,FTS - Original,Various Artists,0.218,0.884
4Xp4p2RLlJp6EUExa6Cz3p,heavy-metal,The Scarecrow,Avantasia,0.293,0.871
5xXeIlEiWIA8xnPa8BkJyj,heavy-metal,Over the Wall,Testament,0.304,0.686
6tmx154r74oV7Ha3AQ3cNC,heavy-metal,Radix malorum,Gorgoroth,0.306,0.858
0UzhWantC3SRDwpNA6ygXt,heavy-metal,Death in Fire,Amon Amarth,0.164,0.986
60f1s0PSfuYNDqmA3wEOQk,heavy-metal,Two of Spades,Ensiferum,0.537,0.996
58Kclyn4LKyfaP5DNoOu2d,heavy-metal,Taking The World By Storm,Kataklysm,0.233,0.972
5sQ47B4YVsFXF2IWeJiPKB,heavy-metal,Lost in Space,Avantasia,0.216,0.732
1s4Ie0cT6P73SRSfh3oyGW,heavy-metal,The Number Of The Beast - 1998 Remastered Version,Iron Maiden,0.344,0.93
1VRnW4Qk8PP3EGGFMs6Z32,heavy-metal,Battle Hymn,Manowar,0.164,0.822
4YSyo6Gb3lfSV4k0AadalA,heavy-metal,Pinball Map,In Flames,0.561,0.96
5IweeQZdY5XEzStLzUJG5t,hip-hop,Purple Pills,D12,0.754,0.634
2xbI8Vmyv3TkpTdywpPyNw,hip-hop,Selfish,PnB Rock,0.0399,0.6
1vVNlXi8gf8tZ7OhnEs4VE,hip-hop,A Lie,French Montana,0.524,0.792
75ZvA4QfFiZvzhj2xkaWAh,hip-hop,I Fall Apart,Post Malone,0.291,0.538
3DXncPQOG4VBw3QHh3S817,hip-hop,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.811,0.668
561jH07mF1jHuk7KlaeF0s,hip-hop,Mockingbird,Eminem,0.254,0.678
3ooAjhyOZ1xttGD0iq1GVO,hip-hop,"New York, New York",Tha Dogg Pound,0.694,0.532
0Ws8D3EWUDgY962Xftb0h5,hip-hop,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",Calvin Harris,0.434,0.79
1AH60dMaEfNjzDoUIFwIQi,hip-hop,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),A Boogie Wit da Hoodie,0.138,0.478
3iU29nCVaP0fwCvEZa83vd,holidays,Christmas Roses,Various Artists,0.744,0.43
1ndg7E3PrXLtbRZAO2UNPu,holidays,Christmas Auld Lang Syne,Various Artists,0.237,0.321
3SgXLFsStHwA2Y9PMvCz8Z,holidays,The Night Before Christmas Song,Various Artists,0.541,0.228
7oi49orPhuccvH9ApR7eYX,holidays,The Christmas Song,Vera Lynn,0.127,0.22
7oPYusgF2LjclCj2RnONRv,holidays,Snowfall,Claude Thornhill,0.179,0.074
